gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,curcdq,datacqtr,datafqtr,acoq,actq,altoq,ancq,anoq,capr1q,capr2q,capr3q,capsftq,capsq,cheq,chq,dlcq,dlttq,invtq,ivstq,lcoq,lctq,lltq,optvolq,tfvaq,tfvlq,amcy,cdvcy,chechy,dlcchy,dltisy,dltry,dvpy,dvy,esubcy,invchy,ivstchy,costat,dvpspq,dvpsxq,prchq,prclq
1045,20100331,2010,1,INDL,C,D,STD,AAL,02376R102,USD,2010Q1,2010Q1,434,6834,2317,18691,0,,,,,4412,5006,189,1140,10420,552,4817,5961,8241,21176,,4966,45,,,36,,,291,0,0,,,-111,A,0,0,10.5,6.79
1045,20100630,2010,2,INDL,C,D,STD,AAL,02376R102,USD,2010Q2,2010Q2,320,7344,2300,18541,0,,,,,4424,5545,197,1829,9668,569,5348,6225,9359,20456,,5403,43,,,44,,,467,0,0,,,-642,A,0,0,9.35,5.91
1045,20100930,2010,3,INDL,C,D,STD,AAL,02376R102,USD,2010Q3,2010Q3,369,6837,2257,18520,0,,,,,4434,5004,202,1776,9513,575,4802,5943,8939,20061,,4934,6,,,49,,426,873,0,0,,,-96,A,0,0,7.48,5.8602
1045,20101231,2010,4,INDL,C,D,STD,AAL,02376R102,USD,2010Q4,2010Q4,560,6838,2236,18250,0,,,,,4445,4946,168,1883,9253,594,4778,5741,8780,20253,75.15,5047,0,,,15,,542,1154,0,0,,-81,-72,A,0,0,8.98,5.92
1045,20110331,2011,1,INDL,C,D,STD,AAL,02376R102,USD,2011Q1,2011Q1,1054,8825,2247,18288,0,,,,,4455,6254,286,1962,10156,595,5968,6624,9853,21209,,6661,0,,,118,,1164,323,0,0,,,-1190,A,0,0,8.89,6.05
1045,20110630,2011,2,INDL,C,D,STD,AAL,02376R102,USD,2011Q2,2011Q2,778,7997,1716,17790,0,,,,,4459,5633,318,1830,10052,641,5315,6645,9766,20530,,5677,0,,,150,,1717,1184,0,0,,,-537,A,0,0,6.79,5.4
1045,20110930,2011,3,INDL,C,D,STD,AAL,02376R102,USD,2011Q3,2011Q3,512,6838,1827,17881,0,,,,,4467,4770,304,1453,10167,631,4466,6320,8923,20629,,4572,0,,,136,,1784,1527,0,0,,,312,A,0,0,5.54,2.94
1045,20111231,2011,4,INDL,C,D,STD,AAL,02376R102,USD,2011Q4,2011Q4,499,6757,1891,17091,0,,,,,4465,4739,283,1518,6702,617,4456,6105,8630,22329,74.45,4551,0,,,115,,2569,2545,0,0,,-64,322,A,0,0,3.1,0.2
1045,20120331,2012,1,INDL,C,D,STD,AAL,02376R102,USD,2012Q1,2012Q1,513,7778,1928,16733,0,,,,,4470,5590,375,1659,6891,619,5215,6548,9543,23654,,5339,0,,,92,,324,314,0,0,,,-759,A,0,0,0.832,0.24
1045,20120630,2012,2,INDL,C,D,STD,AAL,02376R102,USD,2012Q2,2012Q2,510,7984,2077,16742,0,,,,,4475,5752,371,1654,6716,593,5381,7050,10066,23628,,5405,0,,,88,,568,602,0,0,,,-924,A,0,0,0.599,0.44
1045,20120930,2012,3,INDL,C,D,STD,AAL,02376R102,USD,2012Q3,2012Q3,474,7303,2129,16624,0,,,,,4477,5073,508,1544,6489,596,4565,6759,9586,21716,,4663,0,,,225,,0,991,0,0,,,-109,A,0,0,0.56,0.356
1045,20121231,2012,4,INDL,C,D,STD,AAL,02376R102,USD,2012Q4,2012Q4,626,7072,2167,16438,0,,,,,4481,4742,480,1419,7116,580,4262,6641,9304,22193,,4327,0,,,197,,268,1288,0,0,,17,194,A,0,0,0.988,0.3601
1045,20130331,2013,1,INDL,C,D,STD,AAL,02376R102,USD,2013Q1,2013Q1,590,7525,2159,16327,0,,,,,4483,5097,606,1286,7021,595,4491,7264,9990,22238,,4557,0,,,126,,161,394,0,0,,,-229,A,0,0,4.52,0.8012
1045,20130630,2013,2,INDL,C,D,STD,AAL,02376R102,USD,2013Q2,2013Q2,597,9635,2172,16581,0,,,,,4484,7073,604,1327,8354,589,6469,7835,10669,23763,,6474,0,,,124,,1684,551,0,0,,,-2207,A,0,0,7.15,3.1
1045,20130930,2013,3,INDL,C,D,STD,AAL,02376R102,USD,2013Q3,2013Q3,522,10241,2214,16539,0,,,,,4488,7698,717,1359,9208,681,6981,7432,10098,24604,,7039,0,,,237,,4082,2052,0,0,,,-2719,A,0,0,6.24,2.06
1045,20131231,2013,4,INDL,C,D,STD,AAL,02376R102,USD,2013Q4,2013Q4,1465,14323,2299,27955,0,,,,,10594,10286,1140,1446,15353,1012,9146,10992,13806,31203,,9255,0,,,660,,5134,2926,0,0,,,-1034,A,0,0,27.2,4.03
1045,20140331,2014,1,INDL,C,D,STD,AAL,02376R102,USD,2014Q1,2014Q1,1522,15193,2192,28544,0,,,,,14040,10611,1259,1441,15244,1052,9352,11992,15079,27563,,9402,0,,,119,,224,501,0,0,,,-206,A,0,0,39.88,25.06
1045,20140630,2014,2,INDL,C,D,STD,AAL,02376R102,USD,2014Q2,2014Q2,1551,14966,2190,29845,0,,,,,15879,10341,1210,1523,15205,1093,9131,11912,15088,25637,,9131,0,,,70,,534,1145,0,0,,,15,A,0,0,44.88,31.86
1045,20140930,2014,3,INDL,C,D,STD,AAL,02376R102,USD,2014Q3,2014Q3,1533,13450,2166,30723,0,,,,,15943,8774,1178,1439,15651,1182,7596,10951,13888,25314,,7596,0,,,38,,2407,2780,0,72,,,1550,A,0.1,0.1,44,34.34
1045,20141231,2014,4,INDL,C,D,STD,AAL,02376R102,USD,2014Q4,2014Q4,1260,12112,2244,31659,0,,,,,15135,8077,994,1708,16196,1004,7083,10350,13435,28315,,7083,0,,,-146,,3302,3132,0,144,,,2060,A,0.1,0.1,54.64,28.1
1045,20150331,2015,1,INDL,C,D,STD,AAL,02376R102,USD,2015Q1,2015Q1,1378,14129,2211,32625,0,,,,,15049,9930,1048,1284,17638,995,8882,11362,14233,29757,,8882,0,,,54,,1766,746,0,70,,,-1797,A,0.1,0.1,56.2,45.95
1045,20150630,2015,2,INDL,C,D,STD,AAL,02376R102,USD,2015Q2,2015Q2,1482,14109,2106,33759,0,,,,,14319,9666,952,1642,17152,1069,8714,11720,15045,29187,,8714,0,,,-42,,1996,1107,0,140,,,-1630,A,0.1,0.1,53.47,38.45
1045,20150930,2015,3,INDL,C,D,STD,AAL,02376R102,USD,2015Q3,2015Q3,1285,13706,2365,35009,0,,,,,12852,9583,1016,1712,18849,1010,8567,10924,14161,30792,,8567,0,,,22,,4463,1821,0,206,,,-1486,A,0.1,0.1,44.59,34.1
1045,20151231,2015,4,INDL,C,D,STD,AAL,02376R102,USD,2015Q4,2015Q4,748,9985,4580,38430,0,,,,,11591,6949,390,2231,18330,863,6559,9811,13605,29175,,6559,0,,,-604,,5009,2153,0,278,,,470,A,0.1,0.1,47.09,37.42
1045,20160331,2016,1,INDL,C,D,STD,AAL,02376R102,USD,2016Q1,2016Q1,845,10802,4147,39107,0,,,,,10044,7621,495,2610,19134,886,7126,10754,15277,29922,,7126,0,,,105,,1500,310,0,61,,,-561,A,0.1,0.1,43.78,34.76
1045,20160630,2016,2,INDL,C,D,STD,AAL,02376R102,USD,2016Q2,2016Q2,834,11184,3952,39867,0,,,,,8351,7758,446,1715,21131,999,7312,11258,14917,31822,,7312,0,,,56,,4522,2163,0,119,,,-740,A,0.1,0.1,41.76,24.85
1045,20160930,2016,3,INDL,C,D,STD,AAL,02376R102,USD,2016Q3,2016Q3,855,11048,3476,40060,0,,,,,7761,7390,381,1798,21545,1100,7009,11062,14533,32184,,7009,0,,,-9,,5392,2534,0,172,,,-431,A,0.1,0.1,39.52,27.12
1045,20161231,2016,4,INDL,C,D,STD,AAL,02376R102,USD,2016Q4,2016Q4,639,10324,3527,40950,0,,,,,7223,6997,322,1855,22489,1094,6675,10425,13872,33617,,6675,0,,,-68,,7701,3827,0,224,,,-92,A,0.1,0.1,50.64,36.33
1075,20100331,2010,1,INDL,C,D,STD,PNW,723484101,USD,2010Q1,2010Q1,298.888,720.611,,,-88,,,,,0,3.528,3.528,779.242,3306.476,209.025,0,267.083,1393.726,,,549,132,,51.421,-141.85,135.901,0,4.15,0,51.421,,6.24,,A,0.525,0.525,38.37,34.62
1075,20100630,2010,2,INDL,C,D,STD,PNW,723484101,USD,2010Q2,2010Q2,556.985,1086.786,,,-60,,,,,0,50.502,50.502,463.372,3213.145,201.688,0,348.982,1227.109,,,528,150,,106.522,-94.876,-149.099,0,15.221,0,106.522,,13.577,,A,0.525,0.525,39.1,32.31
1075,20100930,2010,3,INDL,C,D,STD,PNW,723484101,USD,2010Q3,2010Q3,471.629,1243.332,,,-64,,,,,0,195.915,195.915,238.513,3463.306,196.254,0,318.032,967.807,,,699,137,,161.722,50.537,-153.715,0,84.529,0,161.722,,19.011,,A,0.525,0.525,41.75,35.71
1075,20101231,2010,4,INDL,C,D,STD,PNW,723484101,USD,2010Q4,2010Q4,302.527,931.93,,,-38,,,,,0,110.188,110.188,648.479,3045.794,202.989,0,321.192,1310.736,,,618,124,,216.979,-35.19,-137.115,0,106.572,0,216.979,,12.276,,A,0.525,0.525,42.68,39.97
1075,20110331,2011,1,INDL,C,D,STD,PNW,723484101,USD,2011Q1,2011Q1,360.093,958.017,,,-47,,,,,0,114.193,114.193,849.575,2845.479,181.568,0,453.497,1674.212,,,580,128,,55.3,4.005,0.7,175,175.17,0,55.3,,21.421,,A,0.525,0.525,44.07,40.7
1075,20110630,2011,2,INDL,C,D,STD,PNW,723484101,USD,2011Q2,2011Q2,432.623,1036.853,,,-48,,,,,0,92.274,92.274,910.816,2761.695,221.215,0,516.992,1831.294,,,613,116,,112.537,-17.914,-9.3,175,187.962,0,112.537,,-18.226,,A,0.525,0.525,45.64,41.93
1075,20110930,2011,3,INDL,C,D,STD,PNW,723484101,USD,2011Q3,2011Q3,436.26,1591.235,,,-51,,,,,0,564.712,564.712,876.363,3046.587,228.521,0,433.751,1783.268,,,950,119,,166.197,454.524,-16.6,470.353,228.457,0,166.197,,-25.532,,A,0.525,0.525,45.15,37.28
1075,20111231,2011,4,INDL,C,D,STD,PNW,723484101,USD,2011Q4,2011Q4,416.065,956.47,,,-65,,,,,0,33.583,33.583,477.435,3019.054,226.387,0,417.994,1342.705,,,594,137,,221.728,-76.605,-16.6,470.353,655.169,0,221.728,,-23.398,,A,0.525,0.525,48.87,40.87
1075,20120331,2012,1,INDL,C,D,STD,PNW,723484101,USD,2012Q1,2012Q1,408.449,904.8,,,-60,,,,,0,20.71,20.71,318.308,3341.198,240.14,0,413.48,1157.899,,,642,153,,55.595,-12.873,216.6,319.081,375.727,0,55.595,,-13.753,,A,0.525,0.525,48.86,46.145
1075,20120630,2012,2,INDL,C,D,STD,PNW,723484101,USD,2012Q2,2012Q2,375.369,947.416,,,-51,,,,,0,11.228,11.228,166.962,3371.412,247.399,0,487.266,1104.323,,,621,173,,111.297,-22.355,109,351.081,421.451,0,111.297,,-21.012,,A,0.525,0.525,52.3,45.95
1075,20120930,2012,3,INDL,C,D,STD,PNW,723484101,USD,2012Q3,2012Q3,408.101,1098.852,,,-43,,,,,0,79.479,79.479,90.36,3338.951,250.26,0,437.649,949.348,,,678,138,,167.074,45.896,0,351.081,421.703,0,167.074,,-23.873,,A,0.525,0.525,54.66,51.19
1075,20121231,2012,4,INDL,C,D,STD,PNW,723484101,USD,2012Q4,2012Q4,456.209,1005.726,,,-26,,,,,0,26.202,26.202,215.003,3199.088,249.43,0,522.288,1083.542,,,649,159,,225.075,-7.381,92.175,476.081,654.286,0,225.075,,-23.043,,A,0.545,0.545,54.2,48.73
1075,20130331,2013,1,INDL,C,D,STD,PNW,723484101,USD,2013Q1,2013Q1,322.452,871.777,,,-33,,,,,0,25.109,25.109,122.828,3304.458,258.816,0,392.051,891.511,,,650,148,,58.067,-1.093,-92.175,104.307,0,0,58.067,,-9.386,,A,0.545,0.545,57.955,51.5
1075,20130630,2013,2,INDL,C,D,STD,PNW,723484101,USD,2013Q2,2013Q2,442.294,1066.289,,,-17,,,,,0,27.803,27.803,629.231,2820.172,253.432,0,490.754,1537.218,,,653,153,,116.231,1.601,-62.075,136.307,40.127,0,116.231,,-4.002,,A,0.545,0.545,61.89,51.56
1075,20130930,2013,3,INDL,C,D,STD,PNW,723484101,USD,2013Q3,2013Q3,533.083,1350.486,,,-14,,,,,0,135.457,135.457,566.481,2820.315,258.344,0,446.581,1446.943,,,662,121,,174.485,109.255,-92.175,136.307,72.777,0,174.485,,-8.914,,A,0.545,0.545,60.33,52.03
1075,20131231,2013,4,INDL,C,D,STD,PNW,723484101,USD,2013Q4,2013Q4,477.672,1043.609,,,-12,,,,,0,9.526,9.526,693.549,2796.465,259.71,0,509.581,1618.644,,,683,102,,235.244,-16.676,60.95,136.307,122.828,0,235.244,,-11.878,,A,0.5675,0.5675,58.7,52.3194
1075,20140331,2014,1,INDL,C,D,STD,PNW,723484101,USD,2014Q1,2014Q1,291.232,897.93,,,-23,,,,,0,103.421,103.421,549.924,3045.614,259.897,0,440.762,1394.643,,,697,49,,62.52,93.895,-143.625,250,0,0,62.52,,-0.187,,A,0.5675,0.5675,55.99,51.15
1075,20140630,2014,2,INDL,C,D,STD,PNW,723484101,USD,2014Q2,2014Q2,398.145,999.072,,,-18,,,,,0,9.161,9.161,545.491,2999.513,269.145,0,526.73,1554.707,,,719,45,,125.138,-0.365,23.525,535.975,503.583,0,125.138,,-9.435,,A,0.5675,0.5675,58.06,53.04
1075,20140930,2014,3,INDL,C,D,STD,PNW,723484101,USD,2014Q3,2014Q3,379.688,1040.932,,,-10,,,,,0,10.471,10.471,387.991,3037.801,263.056,0,531.76,1448.518,,,719,52,,187.778,0.945,-133.975,574.126,503.583,0,187.778,,-3.346,,A,0.5675,0.5675,57.95,52.13
1075,20141231,2014,4,INDL,C,D,STD,PNW,723484101,USD,2014Q4,2014Q4,415.199,973.435,,,-30,,,,,0,7.604,7.604,530.97,3031.215,255.986,0,592.349,1559.143,,,745,110,,246.671,-1.922,-5.725,731.126,652.578,0,246.671,,3.724,,A,0.595,0.595,71.11,54.59
1075,20150331,2015,1,INDL,C,D,STD,PNW,723484101,USD,2015Q1,2015Q1,417.9,935.442,,,-19,,,,,0,11.664,11.664,428.07,3281.319,265.981,0,485.693,1373.976,,,759,136,,64.061,4.06,-102.9,250,0,0,64.061,,-9.995,,A,0.595,0.595,73.31,61.53
1075,20150630,2015,2,INDL,C,D,STD,PNW,723484101,USD,2015Q2,2015Q2,457.184,1031.756,,,-17,,,,,0,13.557,13.557,260.223,3565.857,274.297,0,597.705,1339.859,,,757,148,,128.241,5.953,10.1,600,344.847,0,128.241,,-18.311,,A,0.595,0.595,64.95,56.01
1075,20150930,2015,3,INDL,C,D,STD,PNW,723484101,USD,2015Q3,2015Q3,411.985,1061.979,,,-22,,,,,0,13.007,13.007,468.433,3257.347,278.523,0,570.28,1523.362,,,741,171,,192.466,5.403,-90.4,600,344.847,0,192.466,,-22.537,,A,0.595,0.595,65.23,56.77
1075,20151231,2015,4,INDL,C,D,STD,PNW,723484101,USD,2015Q4,2015Q4,299.531,890.516,,,-25.68,,,,,0,39.488,39.488,357.58,3462.391,279.931,0,648.657,1442.317,,,763.207,167.689,,260.027,31.884,-147.4,842.415,415.57,0,260.027,,-23.945,,A,0.625,0.625,67.02,60.7
1075,20160331,2016,1,INDL,C,D,STD,PNW,723484101,USD,2016Q1,2016Q1,319.754,826.025,,,306.314,,,,,0,14.484,14.484,619.38,3463.032,278.406,0,549.687,1585.902,,,776.655,178.886,,67.611,-25.004,261.8,0,0,0,67.611,,1.525,,A,0.625,0.625,75.15,62.51
1075,20160630,2016,2,INDL,C,D,STD,PNW,723484101,USD,2016Q2,2016Q2,365.822,963.387,,,292.411,,,,,0,43.04,43.04,357.72,3897.835,278.38,0,659.068,1478.544,,,799.413,107.55,,135.335,3.552,64.14,445.933,76.85,0,135.335,,1.551,,A,0.625,0.625,81.08,70.11
1075,20160930,2016,3,INDL,C,D,STD,PNW,723484101,USD,2016Q3,2016Q3,322.27,977.492,,,322.67,,,,,0,48.267,48.267,134.17,4145.366,285.534,0,507.983,1109.718,,,840.812,103.518,,203.115,8.779,117.3,693.151,353.56,0,203.115,,-4.438,,A,0.625,0.625,82.78,73.94
1075,20161231,2016,4,INDL,C,D,STD,PNW,723484101,USD,2016Q4,2016Q4,283.297,822.219,,,318.953,,,,,0,8.881,8.881,302.2,4021.785,282.587,0,587.151,1292.946,,,813.802,73.074,,274.229,-30.607,177.2,693.151,370.43,0,274.229,,-1.491,,A,0.655,0.655,78.97,70.865
1078,20100331,2010,1,INDL,C,D,STD,ABT,2824100,USD,2010Q1,2010Q1,4067.462,17690.678,816.292,35667.944,0,,,,,0,3692.073,1566.82,6448.52,10878.649,3410.921,2125.253,6301.954,15183.485,17162.797,,339,5723,,,-7242.519,,0,1.254,0,620.752,0,-49.631,-1870,A,0.4,0.4,56.79,52.21
1078,20100630,2010,2,INDL,C,D,STD,ABT,2824100,USD,2010Q2,2010Q2,4164.602,19915.307,854.75,33466.095,,,,,,0,6243.714,4321.702,5868.394,12612.655,3168.641,1922.012,6298.586,14689.26,18697.508,,,,,,-4487.637,,3000,1.254,0,1299.951,0,-25.831,-1870,A,0.44,0.44,53.25,45.26
1078,20100930,2010,3,INDL,C,D,STD,ABT,2824100,USD,2010Q3,2010Q3,4167.996,19447.42,1277.047,37926.2,0,,,,,0,5721.758,3818.145,5806.372,12910.681,3308.758,1903.613,7370.864,15583.871,20307.025,,732,8325,,,-4991.194,,3000,1.254,0,1979.374,0,-52.884,-1870,A,0.44,0.44,52.86,44.59
1078,20101231,2010,4,INDL,C,D,STD,ABT,2824100,USD,2010Q4,2010Q4,4620.821,22317.529,790.027,37144.737,0,,,,,0,7323.94,3648.371,6394.766,12523.517,3188.734,3675.569,8024.186,17262.434,19723.368,22,346,7975,,,-5160.968,,4000,1673.998,0,2671.475,0,139.857,-1870,A,0.44,0.44,53.75,46.03
1078,20110331,2011,1,INDL,C,D,STD,ABT,2824100,USD,2011Q1,2011Q1,4710.078,23647.132,699.087,38004.231,,,,,,0,8375.839,2740.156,6251.963,12530.246,3400.996,5635.683,8123.692,17225.103,19705.928,,,,,,-908.215,,0,500.582,0,683.967,0,44.784,0,A,0.44,0.44,49.45,45.07
1078,20110630,2011,2,INDL,C,D,STD,ABT,2824100,USD,2011Q2,2011Q2,4725.604,24132.178,795.158,37872.063,,,,,,0,8893.499,4077.018,5591.35,12627.761,3475.006,4816.481,8312.647,15839.928,19694.61,,,,,,428.647,,0,2006.679,0,1434.376,0,49.979,1870,A,0.48,0.48,54.24,49.05
1078,20110930,2011,3,INDL,C,D,STD,ABT,2824100,USD,2011Q3,2011Q3,4805.055,23094.416,1139.15,36533.76,,,,,,0,7976.502,5049.299,3624.561,13096.767,3269.317,2927.203,9720.547,15413.961,19525.243,,,,,,1400.928,,0,2008.836,0,2186.006,0,47.521,1870,A,0.48,0.48,53.6,46.29
1078,20111231,2011,4,INDL,C,D,STD,ABT,2824100,USD,2011Q4,2011Q4,4703.246,23768.774,2560.923,36508.119,0,,,,,0,8097.359,6812.82,3374.755,12039.822,3284.249,1284.539,9869.399,15480.228,20270.52,21,971,8031,,,3164.449,,1000,3012.426,0,2938.096,0,-129.621,1870,A,0.48,0.48,56.44,48.96
1078,20120331,2012,1,INDL,C,D,STD,ABT,2824100,USD,2012Q1,2012Q1,4866.34,25602.131,2788.015,36813.67,0,,,,,0,9526.561,4345.91,4785.435,11861.505,3549.348,5180.651,9514.165,16785.923,20086.444,,786,7681,,,-2466.91,,0,54,0,758.548,0,-170.687,,A,0.48,0.48,61.49,53.96
1078,20120630,2012,2,INDL,C,D,STD,ABT,2824100,USD,2012Q2,2012Q2,4968.95,26257.492,3040.652,35602.298,0,,,,,0,11002.138,7052.776,6082.923,12004.092,3518.452,3949.362,9040.625,17120.467,20166.838,,920,7871,,,239.956,,0,54,0,1565.532,0,-379.478,,A,0.51,0.51,64.47,59.04
1078,20120930,2012,3,INDL,C,D,STD,ABT,2824100,USD,2012Q3,2012Q3,4996.752,27264.244,2983.788,35993.494,0,,,,,0,11504.522,7996.948,4224.991,12054.64,3814.256,3507.574,9746.421,16285.978,19867.419,,967,7990,,,1184.128,,0,54,0,2370.937,0,-465.47,,A,0.51,0.51,70.41,63.51
1078,20121231,2012,4,INDL,C,D,STD,ABT,2824100,USD,2012Q4,2012Q4,4743.426,31322.583,3213.307,35912.361,0,,,,,0,15173.984,10802.163,2390.662,18085.302,3792.313,4371.821,8437.1,13280.176,27141.536,21,381,10181,,,3989.343,,14700,11071.178,0,3182.811,0,-417.053,0,A,0.51,0.51,72.47,62.62
1078,20130331,2013,1,INDL,C,D,STD,ABT,2824100,USD,2013Q1,2013Q1,3951.44,19096.868,2169.919,23589.745,0,,,,,0,8517.313,4373.12,3635.85,3466.576,2710.25,4144.193,5540.519,10406.326,9597.012,,336,2026,,,-6429.043,,0,0,0,223.561,0,-131.99,,A,0.14,0.14,35.34,31.64
1078,20130630,2013,2,INDL,C,D,STD,ABT,2824100,USD,2013Q2,2013Q2,3773.355,19831.124,2148.974,23072.222,0,,,,,0,9393.592,5572.254,4523.778,3410.759,2725.179,3821.338,5214.816,10919.614,9556.086,,291,2005,,,-5229.909,,0,0,0,444.097,0,-232.247,,A,0.14,0.14,38.77,34.69
1078,20130930,2013,3,INDL,C,D,STD,ABT,2824100,USD,2013Q3,2013Q3,4456.592,19748.949,2747.631,24383.528,0,,,,,0,8605.484,2882.454,4859.876,3403.069,2804.07,5723.03,5234.702,11331.665,9012.881,,263,1991,,,-7919.709,,0,0,0,663.784,0,-242.032,,A,0.14,0.14,37.16,32.7
1078,20131231,2013,4,INDL,C,D,STD,ABT,2824100,USD,2013Q4,2013Q4,4470,19247,2175,23706,0,,,,,0,8098,3475,3173,3388,2693,4623,5133,9507,8179,20,197,1906,,,-7327,2086,9,303,0,882,0,-154,0,A,0.14,0.14,38.81,32.75
1078,20140331,2014,1,INDL,C,D,STD,ABT,2824100,USD,2014Q1,2014Q1,4226,17931,2267,23731,0,,,,,0,7047,2060,4378,3387,2775,4987,4582,10186,7987,,171,1752,,,-1415,,0,0,0,343,0,-90,,A,0.22,0.22,40.49,35.65
1078,20140630,2014,2,INDL,C,D,STD,ABT,2824100,USD,2014Q2,2014Q2,4317,18258,1973,23217,0,,,,,0,7062,3570,3962,3403,2823,3492,4648,9853,7918,,196,1741,,,95,,0,0,0,676,0,-141,,A,0.22,0.22,41.3,36.65
1078,20140930,2014,3,INDL,C,D,STD,ABT,2824100,USD,2014Q3,2014Q3,5273,16464,3815,26050,0,,,,,0,4877,3613,4582,3719,2696,1264,4795,10823,8698,,283,1865,,,138,,0,0,0,1007,0,-203,,A,0.22,0.22,44.2,40.92
1078,20141231,2014,4,INDL,C,D,STD,ABT,2824100,USD,2014Q4,2014Q4,4572,15261,3585,26014,0,,,,,0,4460,4063,4437,3408,2643,397,4761,10532,9104,20,373,2015,,,588,,0,577,0,1342,,-297,0,A,0.22,0.22,46.5,39.28
1078,20150331,2015,1,INDL,C,D,STD,ABT,2824100,USD,2015Q1,2015Q1,4032,19985,1333,23110,0,,,,,0,9849,3226,2972,5931,2623,6623,4688,9206,11901,,6637,4540,,,-837,,2485,10,0,364,,-128,,A,0.24,0.24,47.88,43.355
1078,20150630,2015,2,INDL,C,D,STD,ABT,2824100,USD,2015Q2,2015Q2,3666,21131,1332,22994,0,,,,,0,11177,4048,2899,5862,2735,7129,4697,9185,11814,,5142,4365,,,-15,,2485,33,0,724,,-210,,A,0.24,0.24,50.47,45.545
1078,20150930,2015,3,INDL,C,D,STD,ABT,2824100,USD,2015Q3,2015Q3,3662,15894,1385,25831,0,,,,,0,6139,3132,2402,5798,2633,3007,4863,8755,11751,,3196,4501,,,-931,,2485,36,0,1083,,-213,,A,0.24,0.24,51.74,39
1078,20151231,2015,4,INDL,C,D,STD,ABT,2824100,USD,2015Q4,2015Q4,2013,14155,2121,27092,0,,,,,0,6125,5001,3130,5871,2599,1124,4545,9186,10735,17,4075,4410,,,938,,2485,57,0,1443,,-257,,A,0.24,0.24,46.38,39.28
1078,20160331,2016,1,INDL,C,D,STD,ABT,2824100,USD,2016Q1,2016Q1,2233,12406,2610,27231,0,,,,,0,3957,3334,2613,5977,2786,623,4466,8393,10402,,3647,4620,,,-1667,,0,7,0,385,,-95,,A,0.26,0.26,44.05,36
1078,20160630,2016,2,INDL,C,D,STD,ABT,2824100,USD,2016Q2,2016Q2,2170,12988,2615,26843,0,,,,,0,4438,2578,2896,6016,2813,1860,4392,8673,10363,,3431,4603,,,-2423,,0,10,0,769,,-149,,A,0.26,0.26,44.58,36.76
1078,20160930,2016,3,INDL,C,D,STD,ABT,2824100,USD,2016Q3,2016Q3,2538,12978,5302,26519,0,,,,,0,4507,2500,2535,5975,2613,2007,4495,8321,10280,,3036,4557,,,-2501,,0,11,0,1153,,-152,,A,0.26,0.26,45.79,39.16
1078,20161231,2016,4,INDL,C,D,STD,ABT,2824100,USD,2016Q4,2016Q4,2319,26776,5016,25890,0,,,,,0,18775,18620,1325,20681,2434,155,3969,6660,25289,17,2960,5705,,,13619,,14934,12,0,1539,,-98,,A,0.26,0.26,43.78,37.38
1161,20100331,2010,1,INDL,C,D,STD,AMD,7903107,USD,2010Q1,2010Q1,143,3331,380,1901,0,,,,,6548,1936,642,157,2601,577,1294,872,1645,2791,54.93,1906,9,,,-1015,,199,25,0,0,183,-89,-264,A,0,0,9.9,6.98
1161,20100630,2010,2,INDL,C,D,STD,AMD,7903107,USD,2010Q2,2010Q2,107,3313,351,1642,0,,,,,6562,1900,1084,162,2418,581,816,846,1630,2573,57.96,1790,8,,,-573,,423,240,0,0,303,-93,266,A,0,0,10.24,7.3
1161,20100930,2010,3,INDL,C,D,STD,AMD,7903107,USD,2010Q3,2010Q3,95,3212,288,1383,0,,,,,6540,1730,620,212,2185,622,1110,773,1665,2316,57.79,1623,0,,,-1037,,1223,1058,0,0,489,-134,-30,A,0,0,8.25,5.53
1161,20101231,2010,4,INDL,C,D,STD,AMD,7903107,USD,2010Q4,2010Q4,205,3594,309,1370,0,,,,,6575,1789,606,233,2188,632,1183,860,1674,2277,55.97,1669,3,,,-1051,,1520,1074,0,0,462,-144,-91,A,0,0,8.43,6.77
1161,20110331,2011,1,INDL,C,D,STD,AMD,7903107,USD,2011Q1,2011Q1,221,3411,285,1798,0,,,,,6611,1745,602,38,2192,648,1143,799,1375,2276,51.18,1670,0,,,-4,,165,1,0,0,0,-16,41,A,0,0,9.58,7.34
1161,20110630,2011,2,INDL,C,D,STD,AMD,7903107,USD,2011Q2,2011Q2,176,3438,272,1786,0,,,,,6637,1861,554,4,2195,642,1307,736,1312,2271,50.42,1803,0,,,-52,,170,5,0,0,0,-10,-122,A,0,0,9.17,6.72
1161,20110930,2011,3,INDL,C,D,STD,AMD,7903107,USD,2011Q3,2011Q3,157,3412,257,1824,0,,,,,6652,1807,625,489,1571,540,1182,748,1855,1637,57.86,1715,7,,,19,,170,158,0,0,0,92,,A,0,0,7.87,5.07
1161,20111231,2011,4,INDL,C,D,STD,AMD,7903107,USD,2011Q4,2011Q4,69,3229,241,1725,0,,,,,6672,1765,869,489,1527,476,896,745,1774,1590,54.82,1794,2,,,263,,170,209,0,0,-492,157,140,A,0,0,6.05,4.31
1161,20120331,2012,1,INDL,C,D,STD,AMD,7903107,USD,2012Q1,2012Q1,104,3195,247,1793,0,,,,,6722,1544,1193,490,1529,585,351,770,2347,1589,50.74,1573,0,,,324,,0,1,0,0,0,-106,,A,0,0,8.35,5.35
