gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,curcdq,datacqtr,datafqtr,acoq,actq,altoq,ancq,anoq,capr1q,capr2q,capr3q,capsftq,capsq,cheq,chq,dlcq,dlttq,invtq,ivstq,lcoq,lctq,lltq,optvolq,tfvaq,tfvlq,amcy,cdvcy,chechy,dlcchy,dltisy,dltry,dvpy,dvy,esubcy,invchy,ivstchy,costat,dvpspq,dvpsxq,prchq,prclq
8402,20100531,2009,4,INDL,C,D,STD,PAYX,704326107,USD,2010Q2,2009Q4,3577.046,4159.117,24.072,1067.182,0,,,,,499.665,366.812,284.316,0,0,0,82.496,3704.873,3742.178,82.142,28,2159.111,7.264,,,-188.453,0,0,0,0,448.558,,0,,A,0.31,0.31,32.82,28.11
8402,20100831,2010,1,INDL,C,D,STD,PAYX,704326107,USD,2010Q3,2010Q1,3318.4,3999.9,24.8,1039.1,0,,,,,506.2,450.1,272.9,0,0,0,177.2,3431,3520.2,81.8,24,2577.3,7.6,,,-11.4,0,0,0,0,112,,0,,A,0.31,0.31,29.14,24.6519
8402,20101130,2010,2,INDL,C,D,STD,PAYX,704326107,USD,2010Q4,2010Q2,3297.6,4013.9,27.1,1008.8,0,,,,,512.3,463.5,233.2,0,0,0,230.3,3451.9,3485.7,87.5,25,2620,8.3,,,-51.1,0,0,0,0,224.2,,0,,A,0.31,0.31,28.88,25.16
8402,20110228,2010,3,INDL,C,D,STD,PAYX,704326107,USD,2011Q1,2010Q3,4231.7,4864.8,28.6,1098,0,,,,,522.3,469.7,236,0,0,0,233.7,4352.7,4390.5,104.1,25,2588.4,8.6,,,-48.3,0,0,0,0,336.4,,0,,A,0.31,0.31,33.69,28.78
8402,20110531,2010,4,INDL,C,D,STD,PAYX,704326107,USD,2011Q2,2010Q4,3603.4,4257.9,29,1135.9,0,,,,,535.6,464,119,0,0,0,345,3742.9,3788.3,109.3,24,2746.1,8.9,,,-165.3,0,0,0,0,448.8,,0,,A,0.31,0.31,33.91,30.75
8402,20110831,2011,1,INDL,C,D,STD,PAYX,704326107,USD,2011Q3,2011Q1,3128.3,3833.4,29.8,1158.1,0,,,,,540,485.1,113.1,0,0,0,372,3240.8,3337.1,115.1,23,2294.9,8.9,,,-5.9,0,0,0,0,112.4,,0,,A,0.31,0.31,32.27,25.12
8402,20111130,2011,2,INDL,C,D,STD,PAYX,704326107,USD,2011Q4,2011Q2,3079.5,3740,31.5,1192,0,,,,,545.4,411.1,96.1,0,0,0,315,3193.3,3248.2,125.1,,2760.1,9,,,-22.9,0,0,0,0,228.4,,0,,A,0.32,0.32,30.115,25.2
8402,20120229,2011,3,INDL,C,D,STD,PAYX,704326107,USD,2012Q1,2011Q3,4211.6,4872.2,31.2,1222.7,0,,,,,553.7,503.3,146.5,0,0,0,356.8,4309.3,4372.4,127.1,,3628.4,9.3,,,27.5,0,0,0,0,344.3,,0,,A,0.32,0.32,32.73,28.76
8402,20120531,2011,4,INDL,C,D,STD,PAYX,704326107,USD,2012Q2,2011Q4,4586.6,5075.9,32.5,1403.7,0,,,,,561.1,316.3,108.8,0,0,0,207.5,4676,4745.7,129.4,24,3068.2,9.2,,,-10.2,0,0,0,0,460.5,,0,,A,0.32,0.32,32.24,29.12
8402,20120831,2012,1,INDL,C,D,STD,PAYX,704326107,USD,2012Q3,2012Q1,3732.4,4300.4,34.5,1410.5,0,,,,,581.5,390.9,149,0,0,0,241.9,3818,3919.7,135.8,,3418.1,10.2,,,40.2,0,0,0,0,116.4,,0,,A,0.32,0.32,33.44,29.12
8402,20121130,2012,2,INDL,C,D,STD,PAYX,704326107,USD,2012Q4,2012Q2,3767.3,4268.8,34.9,1455.4,0,,,,,594.1,301.2,122.6,0,0,0,178.6,3845,3888.6,137.4,,3018.3,10.4,,,13.8,0,0,0,0,236.4,,0,,A,0.33,0.33,34.7,31.27
8402,20130228,2012,3,INDL,C,D,STD,PAYX,704326107,USD,2013Q1,2012Q3,5598.6,6319.6,35.4,1187.9,0,,,,,604.7,570.6,100.4,0,0,0,470.2,5699,5756.5,145.1,,4884,10.3,,,-8.4,0,0,0,0,476.7,,0,,A,0.66,0.66,34.06,30.55
8402,20130531,2012,4,INDL,C,D,STD,PAYX,704326107,USD,2013Q2,2012Q4,4161.3,4832.6,36.9,1331.1,0,,,,,659.5,505.5,107.3,0,0,0,398.2,4225.5,4268.2,121.8,23,3702.1,10.7,,,-1.5,0,0,0,0,476.7,,0,,A,0,0,38.66,32.73
8402,20130831,2013,1,INDL,C,D,STD,PAYX,704326107,USD,2013Q3,2013Q1,3955.7,4698.3,40.8,1332.9,0,,,,,715.4,559.2,111.6,0,0,0,447.6,4084.4,4150.4,132.4,,3331.5,11.6,,,4.3,0,0,0,0,127.9,,0,,A,0.35,0.35,40.84,35.745
8402,20131130,2013,2,INDL,C,D,STD,PAYX,704326107,USD,2013Q4,2013Q2,3986.8,4663.8,44.7,1355.6,0,,,,,749.9,463.4,213,0,0,0,250.4,4082.7,4119.1,139.9,,2843.2,12.7,,,105.7,0,0,0,0,255.7,,0,,A,0.35,0.35,44.01,36.8
8402,20140228,2013,3,INDL,C,D,STD,PAYX,704326107,USD,2014Q1,2013Q3,4974.6,5719.3,46.7,1350.1,0,,,,,776.3,585.7,271.3,0,0,0,314.4,5096.1,5138.9,142.3,,3392.8,12.1,,,164,0,0,0,0,383.4,,0,,A,0.35,0.35,45.95,39.86
8402,20140531,2013,4,INDL,C,D,STD,PAYX,704326107,USD,2014Q2,2013Q4,4274.5,5011.4,50,1358.7,0,,,,,794.4,551.2,152.5,0,0,0,398.7,4390.1,4438.9,154.2,39.8,3469.5,12.3,,,45.2,0,0,0,0,510.6,,0,,A,0.35,0.35,43.56,39.795
8402,20140831,2014,1,INDL,C,D,STD,PAYX,704326107,USD,2014Q3,2014Q1,4114.2,4872,65.5,1414.6,0,,,,,812.3,559.3,462.6,0,0,0,96.7,4243.7,4344,157,,2781.1,13.8,,,310.1,0,0,0,0,138.3,,0,,A,0.38,0.38,42.66,40.1
8402,20141130,2014,2,INDL,C,D,STD,PAYX,704326107,USD,2014Q4,2014Q2,4088.9,4859.9,69.1,1414.6,0,,,,,844,529,140.4,0,0,0,388.6,4239.5,4279.3,160.9,,3296.5,14.1,,,-12.1,0,0,0,0,276.2,,0,,A,0.38,0.38,48.2,41.59
8402,20150228,2014,3,INDL,C,D,STD,PAYX,704326107,USD,2015Q1,2014Q3,5156,5957.4,31.1,1386.8,0,,,,,868.3,620.8,265.3,0,0,0,355.5,5297.1,5348,124.2,,3387.7,13.9,,,112.8,0,0,0,0,414.4,,0,,A,0.38,0.38,50.188,44.52
8402,20150531,2014,4,INDL,C,D,STD,PAYX,704326107,USD,2015Q2,2014Q4,4352.1,5103.2,31.7,1379.3,0,,,,,880.1,536.6,170,0,0,0,366.6,4521.3,4573,124,21,3712.9,14.2,,,17.5,0,0,0,0,551.8,,0,,A,0.38,0.38,51.72,48
8402,20150831,2015,1,INDL,C,D,STD,PAYX,704326107,USD,2015Q3,2015Q1,3811.8,4588.2,34,1394.8,0,,,,,897,537.7,455.9,0,0,0,81.8,3974,4046.4,145.8,,3137.1,14.7,,,285.9,0,0,0,0,151.9,,0,,A,0.42,0.42,49.79,41.59
8402,20151130,2015,2,INDL,C,D,STD,PAYX,704326107,USD,2015Q4,2015Q2,3848.3,4602.5,32.3,1414.3,0,,,,,920.5,476.4,412.3,0,0,0,64.1,3962.5,4009.9,148.6,,3051.3,15.3,,,242.3,0,0,0,0,303.6,,0,,A,0.42,0.42,54.54,43.19
8402,20160229,2015,3,INDL,C,D,STD,PAYX,704326107,USD,2016Q1,2015Q3,4791.4,5503.6,55.6,1563.9,0,,,,,933.4,327.2,253.1,0,0,0,74.1,4983.4,5039.2,154.2,,4312.9,13.8,,,83.1,0,0,0,0,455,,0,,A,0.42,0.42,54.7805,45.76
8402,20160531,2015,4,INDL,C,D,STD,PAYX,704326107,USD,2016Q2,2015Q4,4066.8,4863.6,56.5,1577.2,0,,,,,952.7,352.1,131.5,0,0,0,220.6,4309.2,4365.9,163.2,18,4156.8,14.9,,,-38.5,0,0,0,0,606.5,,0,,A,0.42,0.42,54.58,51.06
8402,20160831,2016,1,INDL,C,D,STD,PAYX,704326107,USD,2016Q3,2016Q1,3506,4521,59.1,1575.9,0,,,,,986.4,497.7,130,51.3,0,0,367.7,3745.1,3913.2,195.6,,4013.6,16.6,,,-1.5,51.3,0,0,0,166.3,,0,,A,0.46,0.46,61.87,53.57
8402,20161130,2016,2,INDL,C,D,STD,PAYX,704326107,USD,2016Q4,2016Q2,3358,4215.7,56.7,1560.4,0,,,,,993.9,293,165,103.1,0,0,128,3632.4,3784.1,176.4,,3514.9,16.7,,,33.5,103.1,0,0,0,331.5,,0,,A,0.46,0.46,61.62,52.7767
8455,20100331,2010,1,INDL,C,D,STD,PPL,69351T106,USD,2010Q1,2010Q1,4363,7221,,,0,,,,,2310,1960,1724,589,7652,339,236,4235,5792,,,7642,3244,51,131,923,-36,597,0,0,131,,,,A,0.345,0.35,32.77,27.47
8455,20100630,2010,2,INDL,C,D,STD,PPL,69351T106,USD,2010Q2,2010Q2,3186,8599,,,0,,,,,4553,4535,4505,466,8711,378,30,2923,4195,,,8589,2144,124,263,3704,-158,1747,1,0,263,,-22,,A,0.35,0.35,28.8,23.75
8455,20100930,2010,3,INDL,C,D,STD,PPL,69351T106,USD,2010Q3,2010Q3,3418,9192,,,0,,,,,4582,4885,4853,181,8839,338,32,3296,4345,,,9381,2587,211,397,4052,-443,1750,1,0,397,,,,A,0.35,0.35,28,24.83
8455,20101231,2010,4,INDL,C,D,STD,PPL,69351T106,USD,2010Q4,2010Q4,3687,6188,,,0,,,,,4602,1116,925,1196,12161,643,191,2856,5214,,28.57,4370,1614,213,566,124,70,4642,20,0,566,,,,A,0.35,0.35,28.14,25.13
8455,20110331,2011,1,INDL,C,D,STD,PPL,69351T106,USD,2011Q1,2011Q1,3046,5747,,,0,,,,,4637,1278,1245,1383,12247,621,33,2438,4902,,,4372,1407,47,170,320,187,0,0,0,170,,,,A,0.35,0.35,26.98,24.1
8455,20110630,2011,2,INDL,C,D,STD,PPL,69351T106,USD,2011Q2,2011Q2,2621,5364,,,0,,,,,6774,1312,1269,933,17532,647,43,2304,4593,,,4162,1260,126,340,344,-321,4350,0,0,340,,,,A,0.35,0.35,28.38,25.23
8455,20110930,2011,3,INDL,C,D,STD,PPL,69351T106,USD,2011Q3,2011Q3,2315,5412,,,0,,,,,6795,1589,1511,930,17675,633,78,2381,4540,,,4365,1313,180,543,586,-322,5245,708,0,543,,,,A,0.35,0.35,29.6119,25
8455,20111231,2011,4,INDL,C,D,STD,PPL,69351T106,USD,2011Q4,2011Q4,3575,6426,,,0,,,,,6813,1370,1202,578,17993,654,168,3398,5255,,21.6,5543,2410,254,746,277,-125,5745,1210,0,746,,,,A,0.35,0.35,30.27,27
8455,20120331,2012,1,INDL,C,D,STD,PPL,69351T106,USD,2012Q1,2012Q1,4311,7062,,,0,,,,,6862,1275,1103,674,18076,669,172,4055,5888,,,6466,3223,55,203,-99,93,0,0,0,203,,,,A,0.35,0.36,29.85,27.285
8455,20120630,2012,2,INDL,C,D,STD,PPL,69351T106,USD,2012Q2,2012Q2,3537,6151,,,0,,,,,6886,1082,981,901,18698,719,101,3286,5318,,,5451,2611,88,413,-221,311,575,0,0,413,,,,A,0.36,0.36,28.44,26.68
8455,20120930,2012,3,INDL,C,D,STD,PPL,69351T106,USD,2012Q3,2012Q3,2716,5227,,,0,,,,,6912,1034,946,839,18711,663,88,2882,4887,,,4473,2068,144,623,-256,-51,824,105,0,623,,,,A,0.36,0.36,29.98,27.72
8455,20121231,2012,4,INDL,C,D,STD,PPL,69351T106,USD,2012Q4,2012Q4,2616,5068,,,0,,,,,6936,955,901,1403,18725,673,54,2880,5625,,20.6,3864,1694,186,833,-301,74,1223,108,0,833,,,,A,0.36,0.36,30.18,27.74
8455,20130331,2013,1,INDL,C,D,STD,PPL,69351T106,USD,2013Q1,2013Q1,2405,4989,,,0,,,,,6988,972,853,1812,18881,616,119,2629,5650,,,3704,1505,64,210,-48,416,450,8,0,210,,,,A,0.36,0.3675,31.35,28.64
8455,20130630,2013,2,INDL,C,D,STD,PPL,69351T106,USD,2013Q2,2013Q2,2330,4775,,,0,,,,,7195,795,711,1957,18875,642,84,2327,5542,,,3585,1401,113,426,-190,563,450,0,0,426,,,,A,0.3675,0.3675,33.55,28.44
8455,20130930,2013,3,INDL,C,D,STD,PPL,69351T106,USD,2013Q3,2013Q3,1968,4971,,,0,,,,,8305,1343,1291,1250,19092,686,52,2449,4948,,,3829,1361,164,645,390,-148,862,309,0,645,,,,A,0.3675,0.3675,32.09,29.03
8455,20131231,2013,4,INDL,C,D,STD,PPL,69351T106,USD,2013Q4,2013Q4,2246,5153,,,0,,,,,8316,1185,1102,1016,20592,702,83,2474,4912,,18.5,3420,1244,222,878,201,49,2038,747,0,878,,,,A,0.3675,0.3675,31.789,28.95
8455,20140331,2014,1,INDL,C,D,STD,PPL,69351T106,USD,2014Q1,2014Q1,2604,6094,,,0,,,,,8352,1672,1256,1883,20514,607,416,2908,6376,,,4073,1752,60,234,154,878,0,239,0,234,,96,,A,0.3675,0.3725,33.24,29.4
8455,20140630,2014,2,INDL,C,D,STD,PPL,69351T106,USD,2014Q2,2014Q2,2189,5537,,,0,,,,,9358,1601,1269,1112,20819,651,332,2742,5156,,,3981,1757,112,470,167,107,296,239,0,470,,52,,A,0.3725,0.3725,35.56,32.32
8455,20140930,2014,3,INDL,C,D,STD,PPL,69351T106,USD,2014Q3,2014Q3,2485,5760,,,0,,,,,9388,1462,1188,1334,20522,763,274,2589,5412,,,3534,1274,168,718,86,398,296,545,0,718,,-60,,A,0.3725,0.3725,35.52,31.79
8455,20141231,2014,4,INDL,C,D,STD,PPL,69351T106,USD,2014Q4,2014Q4,2178,6159,,,0,,,,,9433,2051,1751,3001,18856,836,300,2856,7443,,,4532,1378,228,967,649,777,296,546,0,967,,-134,,A,0.3725,0.3725,38.1399,32.09
8455,20150331,2015,1,INDL,C,D,STD,PPL,69351T106,USD,2015Q1,2015Q1,2121,5699,,,0,,,,,9480,1660,1335,3130,18772,687,325,2685,7217,,,4232,1406,57,250,-416,133,0,1,0,250,,149,,A,0.3725,0.3725,36.74,31.31
8455,20150630,2015,2,INDL,C,D,STD,PPL,69351T106,USD,2015Q2,2015Q2,866,2870,,,0,,,,,9564,846,846,2100,17103,315,0,1377,4509,,,1036,124,27,500,-905,276,88,0,0,500,,,,A,0.3725,0.3725,35.09,29.33
8455,20150930,2015,3,INDL,C,D,STD,PPL,69351T106,USD,2015Q3,2015Q3,911,2990,,,0,,,,,9630,981,981,2017,17745,321,0,1525,4468,,,1249,89,46,750,-770,-271,1137,0,0,750,,60,,A,0.3725,0.3775,33.83,29.1762
8455,20151231,2015,4,INDL,C,D,STD,PPL,69351T106,USD,2015Q4,2015Q4,721,2646,,,0,,,,,9687,836,836,1401,18563,357,0,1578,3876,,,1166,72,59,1004,-563,94,2236,1000,0,1004,,,,A,0.3775,0.3775,35,32.22
8455,20160331,2016,1,INDL,C,D,STD,PPL,69351T106,USD,2016Q1,2016Q1,790,2713,,,0,,,,,9729,814,814,1750,18074,332,0,1513,4066,,,1285,98,18,255,-22,351,224,224,0,255,,25,,A,0.3775,0.38,38.09,32.18
8455,20160630,2016,2,INDL,C,D,STD,PPL,69351T106,USD,2016Q2,2016Q2,821,2360,,,0,,,,,9766,492,492,1075,18949,336,0,1501,3408,,,1012,56,37,513,-344,-66,1020,684,0,513,,,,A,0.38,0.38,39.92,36.14
8455,20160930,2016,3,INDL,C,D,STD,PPL,69351T106,USD,2016Q3,2016Q3,605,2099,,,0,,,,,9824,416,416,1079,18069,346,0,1475,3412,,,708,68,54,772,-420,-268,1241,905,0,772,,8,,A,0.38,0.38,37.88,33.5203
8455,20161231,2016,4,INDL,C,D,STD,PPL,69351T106,USD,2016Q4,2016Q4,658,2067,,,0,,,,,9841,341,341,1441,17808,356,0,1475,3837,,,766,58,80,1030,-495,29,1342,930,0,1030,,,,A,0.38,0.38,34.98,32.08
8463,20100331,2010,1,INDL,C,D,STD,PNR,G7S00T104,USD,2010Q1,2010Q1,93.245,1054.525,56.224,2926.659,0,,,,,475.135,46.783,46.783,3.782,862.351,363.667,0,235.663,477.518,1391.61,35,0,17.2,,,13.387,1.526,200,141.025,0,18.837,-0.084,-5.525,0,A,0.19,0.19,36.32,29.55
8463,20100630,2010,2,INDL,C,D,STD,PNR,G7S00T104,USD,2010Q2,2010Q2,91.936,995.623,54.083,2857.077,0,,,,,480.125,38.58,38.58,2.483,734.472,389.428,0,251.314,525.728,1235.157,35,0,18.1,,,5.184,0.115,335.021,403.742,0,37.7,-1.459,-38.651,0,A,0.19,0.19,39.32,30.62
8463,20100930,2010,3,INDL,C,D,STD,PNR,G7S00T104,USD,2010Q3,2010Q3,99.546,1056.834,56.033,2915.924,0,,,,,489.028,56.995,56.995,4.217,673.265,410.072,0,279.709,572.544,1186.544,35,0,18.6,,,23.599,1.975,493.821,624.007,0,56.584,-1.806,-49.822,0,A,0.19,0.19,35.68,29.405
8463,20101231,2010,4,INDL,C,D,STD,PNR,G7S00T104,USD,2010Q4,2010Q4,100.98,1069.297,49.087,2904.236,0,,,,0,474.489,46.056,46.056,4.951,702.521,405.356,0,273.524,546.796,1221.705,35,0,14.585,,,12.66,2.728,703.641,804.713,0,75.465,-2.108,-44.495,0,A,0.19,0.19,37.22,31.89
8463,20110331,2011,1,INDL,C,D,STD,PNR,G7S00T104,USD,2011Q1,2011Q1,114.32,1209.077,56.328,2953.61,0,,,,,476.93,57.134,57.134,6.106,802.321,411.767,0,263.271,546.361,1333.882,35.5,27.397,13.54,,,11.078,1.16,249.366,150,0,19.844,-0.235,-0.708,0,A,0.2,0.2,38.97,34.85
8463,20110630,2011,2,INDL,C,D,STD,PNR,G7S00T104,USD,2011Q2,2011Q2,185.465,1334.639,78.788,3717.673,0,,,,,488.873,68.972,68.972,22.74,1384.167,484.795,0,351.761,711.402,1974.056,35.5,37.453,0,,,22.916,16.518,1320.957,661.422,0,39.739,-0.907,2.425,0,A,0.2,0.2,40.65,36.735
8463,20110930,2011,3,INDL,C,D,STD,PNR,G7S00T104,USD,2011Q3,2011Q3,208.979,1278.248,73.319,3604.195,0,,,,,481.028,52.665,52.665,30.899,1317.454,459.916,0,378.972,717.602,1866.725,35.5,32.188,0,,,6.609,24.772,1370.423,771.793,0,59.669,-1.481,15.633,0,A,0.2,0.2,42.43,29.73
8463,20111231,2011,4,INDL,C,D,STD,PNR,G7S00T104,USD,2011Q4,2011Q4,168.691,1237.835,81.85,3348.478,0,,,,0,488.843,50.077,50.077,4.862,1304.225,449.863,0,327.574,641.841,1897.08,35.5,22.987,8.133,,,4.021,-1.239,1421.602,832.147,0,79.537,-1.898,18.263,0,A,0.2,0.2,38.62,30.38
8463,20120331,2012,1,INDL,C,D,STD,PNR,G7S00T104,USD,2012Q1,2012Q1,178.106,1389.207,103.56,3388.999,0,,,,,502.855,55.438,55.438,20.397,1395.093,475.403,0,320.375,659.323,1975.276,36.5,28.014,6.151,,,5.361,15.165,182.976,94.572,0,22.105,-1.049,-20.028,0,A,0.22,0.22,48.77,33.88
8463,20120630,2012,2,INDL,C,D,STD,PNR,G7S00T104,USD,2012Q2,2012Q2,183.244,1276.025,103.544,3310.244,0,,,,,509.558,60.598,60.598,1.415,1233.794,460.039,0,339.808,661.716,1806.681,36.5,26.327,5.944,,,10.521,-3.472,352.463,420.81,0,44.14,-1.685,-12.276,0,A,0.22,0.22,47.59,36.31
8463,20120930,2012,3,INDL,C,D,STD,PNR,G7S00T104,USD,2012Q3,2012Q3,398.344,3740.446,354.531,8231.889,0,,,,,5337.941,642.57,642.57,501.392,1495.369,1379.971,0,1027.85,2131.949,2774.145,33,54.856,1.772,,,592.493,-3.683,500.86,723.443,0,66.153,-2.301,-0.6,0,A,0.22,0.22,45.21,37.43
8463,20121231,2012,4,INDL,C,D,STD,PNR,G7S00T104,USD,2012Q4,2012Q4,201.661,3260.368,331.693,8534.943,0,,,,,5283.835,261.341,261.341,3.096,2454.278,1380.271,0,965.229,1537.921,3774.033,33.81,25.318,0.551,,,211.264,-3.7,1536.146,1380.091,0,112.397,-2.156,125.099,0,A,0.22,0.22,49.5,40.3
8463,20130331,2013,1,INDL,C,D,STD,PNR,G7S00T104,USD,2013Q1,2013Q1,206,3290,483,8431,0,,,,,5264,215,215,6,2592,1327,0,897,1483,3895,36,31,1,,,-46,3,140,2,0,47,0,29,0,A,0.23,0.23,54.2,49.39
8463,20130630,2013,2,INDL,C,D,STD,PNR,G7S00T104,USD,2013Q2,2013Q2,205.2,3216.5,462.8,8450.1,0,,,,,5064.3,253.1,253.1,2.9,2737.4,1318.3,0,1090,1686.8,4036.9,36,30.6,0.5,,,-8.2,,289.6,5.8,0,94,-1.1,22.4,0,A,0.23,0.23,60.14,49.67
8463,20130930,2013,3,INDL,C,D,STD,PNR,G7S00T104,USD,2013Q3,2013Q3,235.6,3211.3,481.8,8592.9,0,,,,,5066.5,237.7,237.7,3,2570.7,1296.1,0,1096,1678.4,3924.1,36,34.6,1.2,,,-23.6,,122.5,6.2,0,143.9,-1.6,17.7,0,A,0.25,0.25,66.49,57.38
8463,20131231,2013,4,INDL,C,D,STD,PNR,G7S00T104,USD,2013Q4,2013Q4,288.6,3232.1,290.8,8511.2,0,,,,,5071.4,265.1,265.1,2.5,2552.6,1243.3,0,1011.1,1610.2,3915.4,36,35.7,0.9,,,3.8,,104.9,7.4,0,194.2,-1.8,67.7,0,A,0.25,0.25,77.972,62.8
8463,20140331,2014,1,INDL,C,D,STD,PNR,G7S00T104,USD,2014Q1,2014Q1,303.2,3305.3,452.6,8461.2,0,,,,,5051.5,211.1,211.1,2.8,2933.8,1271.6,0,949.9,1528.1,4302.1,35.3,27.6,1.5,,,-54,0.3,381.9,0.9,0,49.2,-0.4,-28.8,0,A,0.25,0.25,83.374,71.291
8463,20140630,2014,2,INDL,C,D,STD,PNR,G7S00T104,USD,2014Q2,2014Q2,309.1,3165.9,483.9,8450.9,0,,,,,4937.4,174.4,174.4,6.1,2739,1264.3,0,1184,1777.1,4120.9,35.3,56.5,1.6,,,-90.7,3.9,198.8,12.9,0,99.1,-0.8,-20.3,0,A,0.25,0.25,81.04,71.93
8463,20140930,2014,3,INDL,C,D,STD,PNR,G7S00T104,USD,2014Q3,2014Q3,407.2,3052.4,442.5,7874.5,0,,,,,4542.3,156.6,156.6,2.5,2960.7,1199.4,0,1139,1668.7,4290.8,35.3,55.1,0,,,-99.4,0.3,426.2,13.2,0,156.2,-0.9,-38.5,0,A,0.3,0.3,73.63,62.905
8463,20141231,2014,4,INDL,C,D,STD,PNR,G7S00T104,USD,2014Q4,2014Q4,343.9,2894.1,323.8,7761.1,0,,,,,4250,110.4,110.4,6.7,2997.4,1130.4,0,1049.7,1639.5,4351.9,35.3,49.6,6.6,,,-145.6,0.5,470.8,16.8,0,211.4,-1.2,-3.7,0,A,0.3,0.3,69.37,59.09
8463,20150331,2015,1,INDL,C,D,STD,PNR,G7S00T104,USD,2015Q1,2015Q1,312.4,2976.9,446.2,7592.5,0,,,,,4048.8,131.1,131.1,5.6,3403.4,1177,0,920.6,1431.1,4715,30.4,52.5,6.7,,,20.7,,406,0.4,0,57.5,-0.5,-88.2,0,A,0.32,0.32,68.24,60.73
8463,20150630,2015,2,INDL,C,D,STD,PNR,G7S00T104,USD,2015Q2,2015Q2,268.2,2902.9,433.8,7661.8,0,,,,,4054.7,147.3,147.3,5.3,3260.9,1200.4,0,928.8,1460,4552.6,,53.6,6.9,,,36.9,-0.3,263.4,4.3,0,115.6,-1.1,-97.6,0,A,0.32,0.32,69.36,59.92
8463,20150930,2015,3,INDL,C,D,STD,PNR,G7S00T104,USD,2015Q3,2015Q3,261,2964.2,442.3,9706.7,0,,,,,2849.2,144.9,144.9,3.2,4983.2,1296.2,0,962,1496.2,6638.8,,50.2,13.5,,,34.5,-2,1991.3,4.6,0,173.3,-2,-115.3,0,A,0.32,0.32,69.65,49.44
8463,20151231,2015,4,INDL,C,D,STD,PNR,G7S00T104,USD,2015Q4,2015Q4,197.9,2780.6,231.8,9076.4,0,,,,,2860.3,126.3,126.3,0.7,4709.3,1174.3,0,907,1486.5,6361.7,30.4,50.9,7.6,,,15.9,-2.3,2078.3,356.6,0,231.7,-2.8,1.4,0,A,0.32,0.32,59.69,48.14
8463,20160331,2016,1,INDL,C,D,STD,PNR,G7S00T104,USD,2016Q1,2016Q1,259.2,3005.9,361.5,9024.3,0,,,,,2874.8,158.1,158.1,0.7,4837.1,1197.7,0,887.9,1467.6,6478.4,27.3,45.8,32.7,,,31.8,0.7,138.4,0.7,0,60.1,-0.9,-11.7,0,A,0.33,0.33,54.54,41.57
8463,20160630,2016,2,INDL,C,D,STD,PNR,G7S00T104,USD,2016Q2,2016Q2,264.2,2792.8,362.3,8951,0,,,,,2890.9,173.3,173.3,0,4551.7,1133.2,0,884.2,1415.9,6161.6,27.3,48.2,16.8,,,47,,,140.5,0,119.7,-1.9,36.7,0,A,0.33,0.33,63.39,50.37
8463,20160930,2016,3,INDL,C,D,STD,PNR,G7S00T104,USD,2016Q3,2016Q3,1195.8,2747,2450,8932,0,,,,,2909.1,170.9,170.9,0,4411.3,556.2,0,939.9,1288.1,6035.6,27.3,51.5,25.5,,,44.6,,,291.8,0,181.6,-2.7,14,0,A,0.34,0.34,66.99,57.2
8463,20161231,2016,4,INDL,C,D,STD,PNR,G7S00T104,USD,2016Q4,2016Q4,1037.6,2672,2475,8862.8,0,,,,,2920.8,238.5,238.5,0.8,4278.4,524.2,0,946.5,1471.2,5809.2,27.3,53.4,5.4,,,112.2,0.8,,386,0,243.6,-4.3,34.3,0,A,0.34,0.34,64.39,53.8
8479,20100331,2010,1,INDL,C,D,STD,PEP,713448108,USD,2010Q1,2010Q1,1631,15265,1142,48879,0,,,,,4510,4147,3949,1974,19884,3283,198,0,11654,30634,18,599,744,,,6,1028,4216,7,0,712,46,309,-2,A,0.9,0.45,67,58.75
8479,20100630,2010,2,INDL,C,D,STD,PEP,713448108,USD,2010Q2,2010Q2,1579,16743,1081,48331,0,,,,,4539,4754,4529,4493,19586,3530,225,0,14572,30588,17,637,727,,,586,3341,4216,26,1,1451,42,40,-37,A,0.48,0.48,67.61,60.5
8479,20100930,2010,3,INDL,C,D,STD,PEP,713448108,USD,2010Q3,2010Q3,1488,17901,1199,48801,0,,,,,4535,5809,5577,5756,18445,3359,232,0,17117,29349,17,818,154,,,1634,3379,4215,73,2,2218,37,224,-40,A,0.48,0.48,67.31,60.32
8479,20101231,2010,4,INDL,C,D,STD,PEP,713448108,USD,2010Q4,2010Q4,1505,17569,871,50584,0,,,,,4527,6369,5943,4898,19999,3372,426,7058,15892,30785,17,1249,673,,,2000,2482,6451,59,1,2978,42,276,-212,A,0,0.48,68.11,63.43
8479,20110331,2011,1,INDL,C,D,STD,PEP,713448108,USD,2011Q1,2011Q1,1715,16512,2525,56573,0,,,,,4407,4029,3662,6256,20942,3831,367,0,16840,32571,16,759,688,,,-2281,1117,9,10,0,769,,-77,63,A,0.96,0.48,67.46,62.05
8479,20110630,2011,2,INDL,C,D,STD,PEP,713448108,USD,2011Q2,2011Q2,1751,17917,2582,57763,0,,,,,4358,3344,2913,5715,21607,4539,431,0,18057,33253,16,827,708,,,-3030,-262,1754,285,1,1530,,-742,0,A,0.515,0.515,71.89,64.47
