gvkey,splticrm,datadate,conm,tic,cusip
1045,B-,20100131,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20100228,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20100331,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20100430,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20100531,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20100630,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20100731,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20100831,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20100930,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20101031,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20101130,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20101231,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110131,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110228,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110331,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110430,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110531,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110630,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110731,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110831,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20110930,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B-,20111031,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20111130,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20111231,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120131,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120229,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120331,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120430,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120531,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120630,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120731,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120831,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20120930,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20121031,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20121130,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20121231,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130131,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130228,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130331,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130430,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130531,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130630,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130731,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130831,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20130930,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20131031,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,D,20131130,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20131231,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140131,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140228,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140331,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140430,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140531,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140630,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140731,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140831,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20140930,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B,20141031,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B+,20141130,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B+,20141231,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B+,20150131,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B+,20150228,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B+,20150331,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B+,20150430,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,B+,20150531,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20150630,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20150731,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20150831,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20150930,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20151031,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20151130,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20151231,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160131,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160229,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160331,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160430,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160531,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160630,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160731,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160831,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20160930,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20161031,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20161130,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20161231,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1045,BB-,20170131,AMERICAN AIRLINES GROUP INC,AAL,02376R102
1075,BBB-,20100131,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20100228,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20100331,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20100430,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20100531,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20100630,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20100731,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20100831,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20100930,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20101031,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20101130,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20101231,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20110131,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20110228,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20110331,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20110430,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB-,20110531,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20110630,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20110731,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20110831,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20110930,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20111031,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20111130,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20111231,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120131,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120229,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120331,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120430,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120531,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120630,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120731,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120831,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20120930,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB,20121031,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20121130,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20121231,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130131,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130228,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130331,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130430,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130531,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130630,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130731,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130831,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20130930,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20131031,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,BBB+,20131130,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20131231,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140131,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140228,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140331,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140430,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140531,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140630,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140731,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140831,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20140930,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20141031,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20141130,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20141231,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150131,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150228,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150331,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150430,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150531,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150630,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150731,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150831,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20150930,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20151031,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20151130,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20151231,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160131,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160229,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160331,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160430,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160531,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160630,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160731,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160831,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20160930,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20161031,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20161130,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20161231,PINNACLE WEST CAPITAL CORP,PNW,723484101
1075,A-,20170131,PINNACLE WEST CAPITAL CORP,PNW,723484101
1078,AA,20100131,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20100228,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20100331,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20100430,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20100531,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20100630,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20100731,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20100831,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20100930,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20101031,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20101130,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20101231,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110131,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110228,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110331,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110430,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110531,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110630,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110731,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110831,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20110930,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20111031,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20111130,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20111231,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120131,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120229,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120331,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120430,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120531,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120630,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120731,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120831,ABBOTT LABORATORIES,ABT,2824100
1078,AA,20120930,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20121031,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20121130,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20121231,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130131,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130228,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130331,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130430,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130531,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130630,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130731,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130831,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20130930,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20131031,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20131130,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20131231,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140131,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140228,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140331,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140430,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140531,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140630,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140731,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140831,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20140930,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20141031,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20141130,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20141231,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150131,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150228,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150331,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150430,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150531,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150630,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150731,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150831,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20150930,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20151031,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20151130,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20151231,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160131,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160229,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160331,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160430,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160531,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160630,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160731,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160831,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20160930,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20161031,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20161130,ABBOTT LABORATORIES,ABT,2824100
1078,A+,20161231,ABBOTT LABORATORIES,ABT,2824100
1078,BBB,20170131,ABBOTT LABORATORIES,ABT,2824100
1161,B-,20100131,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20100228,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20100331,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20100430,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20100531,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20100630,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20100731,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20100831,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20100930,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20101031,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20101130,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20101231,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110131,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110228,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110331,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110430,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110531,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110630,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110731,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110831,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20110930,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20111031,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20111130,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20111231,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20120131,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20120229,ADVANCED MICRO DEVICES,AMD,7903107
1161,B+,20120331,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20120430,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20120531,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20120630,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20120731,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20120831,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20120930,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20121031,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20121130,ADVANCED MICRO DEVICES,AMD,7903107
1161,BB-,20121231,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130131,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130228,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130331,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130430,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130531,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130630,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130731,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130831,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20130930,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20131031,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20131130,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20131231,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140131,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140228,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140331,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140430,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140531,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140630,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140731,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140831,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20140930,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20141031,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20141130,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20141231,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20150131,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20150228,ADVANCED MICRO DEVICES,AMD,7903107
1161,B,20150331,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20150430,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20150531,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20150630,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20150731,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20150831,ADVANCED MICRO DEVICES,AMD,7903107
1161,B-,20150930,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20151031,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20151130,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20151231,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160131,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160229,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160331,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160430,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160531,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160630,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160731,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160831,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20160930,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20161031,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20161130,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20161231,ADVANCED MICRO DEVICES,AMD,7903107
1161,CCC+,20170131,ADVANCED MICRO DEVICES,AMD,7903107
1209,A,20100131,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20100228,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20100331,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20100430,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20100531,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20100630,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20100731,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20100831,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20100930,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20101031,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20101130,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20101231,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110131,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110228,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110331,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110430,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110531,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110630,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110731,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110831,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20110930,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20111031,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20111130,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20111231,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120131,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120229,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120331,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120430,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120531,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120630,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120731,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120831,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20120930,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20121031,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20121130,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20121231,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130131,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130228,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130331,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130430,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130531,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130630,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130731,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130831,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20130930,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20131031,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20131130,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20131231,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20140131,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20140228,AIR PRODUCTS & CHEMICALS INC,APD,9158106
1209,A,20140331,AIR PRODUCTS & CHEMICALS INC,APD,9158106
